Date,Weighted_Price
2015-05-14,236.61266985683605
2015-05-15,237.31936273449523
2015-05-16,236.38553784361304
2015-05-17,235.98340863433566
2015-05-18,235.4002536635105
2015-05-19,232.80095452683412
2015-05-20,233.28480482308288
2015-05-21,235.21563058072826
2015-05-22,236.74794728458514
2015-05-23,239.2873896491097
2015-05-24,239.32719138200633
2015-05-25,236.8993076548684
2015-05-26,236.1406881910995
2015-05-27,235.76205861306295
2015-05-28,235.98198075255047
2015-05-29,235.56771478463241
2015-05-30,233.09600278751472
2015-05-31,231.22829504510696
2015-06-01,226.0510898491786
2015-06-02,224.08230659528493
2015-06-03,225.27414903742485
2015-06-04,224.79057232577355
2015-06-05,223.82477496842873
2015-06-06,224.44327458039473
2015-06-07,223.7699140223926
2015-06-08,225.75483631310345
2015-06-09,229.23798080569597
2015-06-10,228.45180777726793
2015-06-11,228.88206972006836
2015-06-12,229.7072765426377
2015-06-13,230.14093306525854
2015-06-14,232.2149213744558
2015-06-15,234.53728908014313
2015-06-16,240.91834357599834
2015-06-17,249.80409082691082
